geração,Id_Barra,Nome_Barra,Tamanho Geometrico (cm),Tamanho de Corte (cm),Fitness
25,14,FB,12.7849,16.7849,0.1967
25,15,GC,10.9449,14.9449,0.1967
25,16,IC,10.9449,14.9449,0.1967
25,17,JD,12.7849,16.7849,0.1967
26,1,AB,12.0,14.0,0.1968
26,2,BC,9.6808,13.6808,0.1968
26,3,CD,9.6808,13.6808,0.1968
26,4,DE,12.0,14.0,0.1968
26,5,FG,12.0335,16.0335,0.1968
26,6,GH,9.7137,13.7137,0.1968
26,7,HI,9.7137,13.7137,0.1968
26,8,IJ,12.0335,16.0335,0.1968
26,9,AF,4.694,6.694,0.1968
26,10,GB,5.5912,9.5912,0.1968
26,11,HC,6.3896,10.3896,0.1968
26,12,ID,5.5912,9.5912,0.1968
26,13,EJ,4.694,6.694,0.1968
26,14,FB,12.8854,16.8854,0.1968
26,15,GC,11.1794,15.1794,0.1968
26,16,IC,11.1794,15.1794,0.1968
26,17,JD,12.8854,16.8854,0.1968
27,1,AB,12.0,14.0,0.1968
27,2,BC,9.6808,13.6808,0.1968
27,3,CD,9.6808,13.6808,0.1968
27,4,DE,12.0,14.0,0.1968
27,5,FG,12.0335,16.0335,0.1968
27,6,GH,9.7137,13.7137,0.1968
27,7,HI,9.7137,13.7137,0.1968
27,8,IJ,12.0335,16.0335,0.1968
27,9,AF,4.694,6.694,0.1968
27,10,GB,5.5912,9.5912,0.1968
27,11,HC,6.3896,10.3896,0.1968
27,12,ID,5.5912,9.5912,0.1968
27,13,EJ,4.694,6.694,0.1968
27,14,FB,12.8854,16.8854,0.1968
27,15,GC,11.1794,15.1794,0.1968
27,16,IC,11.1794,15.1794,0.1968
27,17,JD,12.8854,16.8854,0.1968
28,1,AB,12.0,14.0,0.1968
28,2,BC,9.6808,13.6808,0.1968
28,3,CD,9.6808,13.6808,0.1968
28,4,DE,12.0,14.0,0.1968
28,5,FG,12.0335,16.0335,0.1968
28,6,GH,9.7137,13.7137,0.1968
28,7,HI,9.7137,13.7137,0.1968
28,8,IJ,12.0335,16.0335,0.1968
28,9,AF,4.694,6.694,0.1968
28,10,GB,5.5912,9.5912,0.1968
28,11,HC,6.3896,10.3896,0.1968
28,12,ID,5.5912,9.5912,0.1968
28,13,EJ,4.694,6.694,0.1968
28,14,FB,12.8854,16.8854,0.1968
28,15,GC,11.1794,15.1794,0.1968
28,16,IC,11.1794,15.1794,0.1968
28,17,JD,12.8854,16.8854,0.1968
29,1,AB,11.5266,13.5266,0.206
29,2,BC,10.0,14.0,0.206
29,3,CD,10.0,14.0,0.206
29,4,DE,11.5266,13.5266,0.206
29,5,FG,11.5312,15.5312,0.206
29,6,GH,10.2133,14.2133,0.206
29,7,HI,10.2133,14.2133,0.206
29,8,IJ,11.5312,15.5312,0.206
29,9,AF,5.2886,7.2886,0.206
29,10,GB,4.9634,8.9634,0.206
29,11,HC,7.0396,11.0396,0.206
29,12,ID,4.9634,8.9634,0.206
29,13,EJ,5.2886,7.2886,0.206
29,14,FB,12.682,16.682,0.206
29,15,GC,11.164,15.164,0.206
29,16,IC,11.164,15.164,0.206
29,17,JD,12.682,16.682,0.206
30,1,AB,12.0,14.0,0.2077
30,2,BC,9.5375,13.5375,0.2077
30,3,CD,9.5375,13.5375,0.2077
30,4,DE,12.0,14.0,0.2077
30,5,FG,12.0986,16.0986,0.2077
30,6,GH,9.5437,13.5437,0.2077
30,7,HI,9.5437,13.5437,0.2077
30,8,IJ,12.0986,16.0986,0.2077
30,9,AF,4.7933,6.7933,0.2077
30,10,GB,6.3346,10.3346,0.2077
30,11,HC,5.9889,9.9889,0.2077
30,12,ID,6.3346,10.3346,0.2077
30,13,EJ,4.7933,6.7933,0.2077
30,14,FB,12.9219,16.9219,0.2077
30,15,GC,11.4495,15.4495,0.2077
30,16,IC,11.4495,15.4495,0.2077
30,17,JD,12.9219,16.9219,0.2077
31,1,AB,12.0,14.0,0.2077
31,2,BC,9.5375,13.5375,0.2077
31,3,CD,9.5375,13.5375,0.2077
31,4,DE,12.0,14.0,0.2077
31,5,FG,12.0986,16.0986,0.2077
31,6,GH,9.5437,13.5437,0.2077
31,7,HI,9.5437,13.5437,0.2077
31,8,IJ,12.0986,16.0986,0.2077
31,9,AF,4.7933,6.7933,0.2077
31,10,GB,6.3346,10.3346,0.2077
31,11,HC,5.9889,9.9889,0.2077
31,12,ID,6.3346,10.3346,0.2077
31,13,EJ,4.7933,6.7933,0.2077
31,14,FB,12.9219,16.9219,0.2077
31,15,GC,11.4495,15.4495,0.2077
31,16,IC,11.4495,15.4495,0.2077
31,17,JD,12.9219,16.9219,0.2077
32,1,AB,12.0,14.0,0.213
32,2,BC,9.777,13.777,0.213
32,3,CD,9.777,13.777,0.213
32,4,DE,12.0,14.0,0.213
32,5,FG,12.0327,16.0327,0.213
32,6,GH,9.781,13.781,0.213
32,7,HI,9.781,13.781,0.213
32,8,IJ,12.0327,16.0327,0.213
32,9,AF,5.5562,7.5562,0.213
32,10,GB,6.4431,10.4431,0.213
32,11,HC,6.7225,10.7225,0.213
32,12,ID,6.4431,10.4431,0.213
32,13,EJ,5.5562,7.5562,0.213
32,14,FB,13.2239,17.2239,0.213
32,15,GC,11.7091,15.7091,0.213
32,16,IC,11.7091,15.7091,0.213
32,17,JD,13.2239,17.2239,0.213
33,1,AB,12.0,14.0,0.2229
33,2,BC,9.6878,13.6878,0.2229
33,3,CD,9.6878,13.6878,0.2229
33,4,DE,12.0,14.0,0.2229
33,5,FG,12.0034,16.0034,0.2229
33,6,GH,9.7186,13.7186,0.2229
33,7,HI,9.7186,13.7186,0.2229
33,8,IJ,12.0034,16.0034,0.2229
33,9,AF,5.4211,7.4211,0.2229
33,10,GB,5.7049,9.7049,0.2229
33,11,HC,6.4778,10.4778,0.2229
33,12,ID,5.7049,9.7049,0.2229
33,13,EJ,5.4211,7.4211,0.2229
33,14,FB,13.1677,17.1677,0.2229
33,15,GC,11.2427,15.2427,0.2229
33,16,IC,11.2427,15.2427,0.2229
33,17,JD,13.1677,17.1677,0.2229
34,1,AB,12.0,14.0,0.2229
34,2,BC,9.6878,13.6878,0.2229
34,3,CD,9.6878,13.6878,0.2229
34,4,DE,12.0,14.0,0.2229
34,5,FG,12.0034,16.0034,0.2229
34,6,GH,9.7186,13.7186,0.2229
34,7,HI,9.7186,13.7186,0.2229
34,8,IJ,12.0034,16.0034,0.2229
34,9,AF,5.4211,7.4211,0.2229
34,10,GB,5.7049,9.7049,0.2229
34,11,HC,6.4778,10.4778,0.2229
34,12,ID,5.7049,9.7049,0.2229
34,13,EJ,5.4211,7.4211,0.2229
34,14,FB,13.1677,17.1677,0.2229
34,15,GC,11.2427,15.2427,0.2229
34,16,IC,11.2427,15.2427,0.2229
34,17,JD,13.1677,17.1677,0.2229
35,1,AB,12.0,14.0,0.2229
35,2,BC,9.6878,13.6878,0.2229
35,3,CD,9.6878,13.6878,0.2229
35,4,DE,12.0,14.0,0.2229
35,5,FG,12.0034,16.0034,0.2229
35,6,GH,9.7186,13.7186,0.2229
35,7,HI,9.7186,13.7186,0.2229
35,8,IJ,12.0034,16.0034,0.2229
35,9,AF,5.4211,7.4211,0.2229
35,10,GB,5.7049,9.7049,0.2229
35,11,HC,6.4778,10.4778,0.2229
35,12,ID,5.7049,9.7049,0.2229
35,13,EJ,5.4211,7.4211,0.2229
35,14,FB,13.1677,17.1677,0.2229
35,15,GC,11.2427,15.2427,0.2229
35,16,IC,11.2427,15.2427,0.2229
35,17,JD,13.1677,17.1677,0.2229
36,1,AB,12.0,14.0,0.2229
36,2,BC,9.6878,13.6878,0.2229
36,3,CD,9.6878,13.6878,0.2229
36,4,DE,12.0,14.0,0.2229
36,5,FG,12.0034,16.0034,0.2229
36,6,GH,9.7186,13.7186,0.2229
36,7,HI,9.7186,13.7186,0.2229
36,8,IJ,12.0034,16.0034,0.2229
36,9,AF,5.4211,7.4211,0.2229
36,10,GB,5.7049,9.7049,0.2229
36,11,HC,6.4778,10.4778,0.2229
36,12,ID,5.7049,9.7049,0.2229
36,13,EJ,5.4211,7.4211,0.2229
36,14,FB,13.1677,17.1677,0.2229
36,15,GC,11.2427,15.2427,0.2229
36,16,IC,11.2427,15.2427,0.2229
36,17,JD,13.1677,17.1677,0.2229
37,1,AB,12.0,14.0,0.2229
37,2,BC,9.6878,13.6878,0.2229
37,3,CD,9.6878,13.6878,0.2229
37,4,DE,12.0,14.0,0.2229
37,5,FG,12.0034,16.0034,0.2229
37,6,GH,9.7186,13.7186,0.2229
37,7,HI,9.7186,13.7186,0.2229
37,8,IJ,12.0034,16.0034,0.2229
37,9,AF,5.4211,7.4211,0.2229
37,10,GB,5.7049,9.7049,0.2229
37,11,HC,6.4778,10.4778,0.2229
37,12,ID,5.7049,9.7049,0.2229
37,13,EJ,5.4211,7.4211,0.2229
37,14,FB,13.1677,17.1677,0.2229
37,15,GC,11.2427,15.2427,0.2229
37,16,IC,11.2427,15.2427,0.2229
37,17,JD,13.1677,17.1677,0.2229
38,1,AB,12.0,14.0,0.2229
38,2,BC,9.6878,13.6878,0.2229
38,3,CD,9.6878,13.6878,0.2229
38,4,DE,12.0,14.0,0.2229
38,5,FG,12.0034,16.0034,0.2229
38,6,GH,9.7186,13.7186,0.2229
38,7,HI,9.7186,13.7186,0.2229
38,8,IJ,12.0034,16.0034,0.2229
38,9,AF,5.4211,7.4211,0.2229
38,10,GB,5.7049,9.7049,0.2229
38,11,HC,6.4778,10.4778,0.2229
38,12,ID,5.7049,9.7049,0.2229
38,13,EJ,5.4211,7.4211,0.2229
38,14,FB,13.1677,17.1677,0.2229
38,15,GC,11.2427,15.2427,0.2229
38,16,IC,11.2427,15.2427,0.2229
38,17,JD,13.1677,17.1677,0.2229
39,1,AB,12.0,14.0,0.2276
39,2,BC,9.643,13.643,0.2276
